"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"A3MG9UA8","journalArticle","2008","Livingstone, Sonia; Helsper, EllenJ.","Parental Mediation of Children's Internet Use.","Journal of Broadcasting & Electronic Media","","08838151","","https://search.ebscohost.com/login.aspx?direct=true&db=ufh&AN=35567029&site=ehost-live&authtype=ip,sso&custid=s4392798","This article examines parental regulation of children and teenagers' online activities. A national survey of 1511 children and 906 parents found that 12-17-year-olds encounter a range of online risks. Parents implement a range of strategies, favoring active co-use and interaction rules over technical restrictions using filters or monitoring software, but these were not necessarily effective in reducing risk. Parental restriction of online peer-to-peer interactions was associated with reduced risk but other mediation strategies, including the widely practiced active co-use, were not. These findings challenge researchers to identify effective strategies without impeding teenagers' freedom to interact with their peers online. [ABSTRACT FROM AUTHOR], Copyright of Journal of Broadcasting & Electronic Media is the property of Broadcast Education Association and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written p)","2008","2020-06-05 21:15:33","2020-06-05 21:15:33","","581 - 599","","4","52","","","","","","","","","","","","","","","","","","","","","Security systems; Online chat; Virtual communities; Internet censorship; Filtering software; Internet & children; Internet laws","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSWN42L5","journalArticle","2015","Kim, Hye Kyung; Niederdeppe, Jeff; Guillory, Jamie; Graham, Meredith; Olson, Christine; Gay, Geri","Determinants of Pregnant Women’s Online Self-Regulatory Activities for Appropriate Gestational Weight Gain.","Health Communication","","10410236","","102498174","This study examined psychosocial and sociodemographic factors associated with pregnant women’s use of Web-based tools to set and monitor personal goals for healthy diet and physical activity. These tools were made available to women participating in a randomized trial testing a Web-based intervention to promote appropriate gestational weight gain. We used data from a baseline survey of pregnant women assigned to the intervention group and log data on women’s use of various intervention features (N= 873). Women who believed that appropriate gestational weight gain would lead to healthy outcomes for their child were more likely to engage in online goal-setting and self-monitoring. Less positive outcome expectancy beliefs about the relationship between their own weight and baby’s health partially explains why some at risk subpopulations (e.g., African-American women) were less likely to utilize online self-regulatory tools. This study specifies key psychosocial and motivational factors t)","2015","2020-06-05 21:15:32","2020-06-05 21:15:32","","922 - 932","","9","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJM557FV","journalArticle","2019","Cao, Yi; Ji, Hongbing; Zhang, Wenbo; Xue, Fei","Visual tracking via dynamic weighting with pyramid-redetection based Siamese networks.","Journal of Visual Communication & Image Representation","","10473203","","https://search.ebscohost.com/login.aspx?direct=true&db=ufh&AN=139770031&site=ehost-live&authtype=ip,sso&custid=s4392798","• An improved end-to-end Siamese network for visual tracking algorithm. • The dynamic weighting module is used for both offline and online learning. • The residual architecture is exploited for better prediction. • The online pyramid-redetection module is resorted to re-track the target object. • Experiments of both short and long-term tracking show excellent tracking results. Siamese network based similarity-learning algorithm is currently a significant branch of visual tracking. However, most of existing deep Siamese networks depend much on the offline-trained knowledge and always assume the same importance for different prediction views. In this paper, we first introduce a dynamic weighting module in Siamese framework, which could make the offline-trained network adapt to the current circumstance well and weight predictive response maps discriminatively. The thought stems from the basis that different maps have different predictive preference, which should not be treated equally. S)","2019","2020-06-05 21:15:32","2020-06-05 21:15:32","","N.PAG - N.PAG","","","65","","","","","","","","","","","","","","","","","","","","","Visual tracking; Artificial neural networks; Online education; Convolutional neural networks; Artificial satellite tracking; Dynamic weighting; Object tracking (Computer vision); Pyramid-redetection; Residual structure; Siamese networks; Similarity (Language learning); Tracking algorithms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H377JTDT","journalArticle","2017","Su, Leona Yi-Fan; Cacciatore, Michael A.; Liang, Xuan; Brossard, Dominique; Scheufele, Dietram A.; Xenos, Michael A.","Analyzing public sentiments online: combining human- and computer-based content analysis.","Information, Communication & Society","","1369118X","","https://search.ebscohost.com/login.aspx?direct=true&db=ufh&AN=119303807&site=ehost-live&authtype=ip,sso&custid=s4392798","Recent technological developments have created novel opportunities for analyzing and identifying patterns in large volumes of digital content. However, many content analysis tools require researchers to choose between the validity of human-based coding and the ability to analyze large volumes of content through computer-based techniques. This study argues for the use of supervised content analysis tools that capitalize on the strengths of human- and computer-based coding for assessing opinion expression. We begin by outlining the key methodological issues surrounding content analysis as performed by human coders and existing computational algorithms. After reviewing the most popular analytic approaches, we introduce an alternative, hybrid method that is aimed at improving reliability, validity, and efficiency when analyzing social media content. To demonstrate the usefulness of this method, we track nuclear energy- and nanotechnology-related opinion expression on Twitter surrounding t)","2017","2020-06-05 21:15:32","2020-06-05 21:15:32","","406 - 427","","3","20","","","","","","","","","","","","","","","","","","","","","Social media; Twitter; sentiment analysis; Content analysis; computer-based coding; human-based coding; supervised machine learning; Technological innovations; Test validity; Twitter (Web resource)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VXGW5WT5","journalArticle","2015","Bleier, Alexander; Eisenbeiss, Maik","Personalized Online Advertising Effectiveness: The Interplay of What, When, and Where.","Marketing Science","","07322399","","https://search.ebscohost.com/login.aspx?direct=true&db=ufh&AN=109946274&site=ehost-live&authtype=ip,sso&custid=s4392798","Firms track consumers' shopping behaviors in their online stores to provide individually personalized banners through a method called retargeting. We use data from two large-scale field experiments and two lab experiments to show that, although personalization can substantially enhance banner effectiveness, its impact hinges on its interplay with timing and placement factors. First, personalization increases click-through especially at an early information state of the purchase decision process. Here, banners with a high degree of content personalization (DCP) are most effective when a consumer has just visited the advertiser's online store, but quickly lose effectiveness as time passes since that last visit. We call this phenomenon overpersonalization. Medium DCP banners, on the other hand, are initially less effective, but more persistent, so that they outperform high DCP banners over time. Second, personalization increases click-through irrespective of whether banners appear on mot)","2015","2020-06-05 21:15:32","2020-06-05 21:15:32","","669 - 688","","5","34","","","","","","","","","","","","","","","","","","","","","personalization; online advertising; retargeting; advertising effectiveness; Consumer behavior; Internet advertising; Behavioral targeting (Internet advertising); Online shopping; Web personalization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7F4NYQGM","journalArticle","2009","Lee, Annisa Lai","Changing Effects of Direct-to-Consumer Broadcast Drug Advertising Information Sources on Prescription Drug Requests.","Health Communication","","10410236","","https://search.ebscohost.com/login.aspx?direct=true&db=ufh&AN=40933667&site=ehost-live&authtype=ip,sso&custid=s4392798","This study tracks the changes of the effects of 4 information sources for direct-to-consumer drug advertising on patients' requests for prescription drugs from physicians since the inception of the “Guidance for Industry about Consumer-directed Broadcast Advertisements.” The Guidance advises pharmaceuticals to use four information sources for consumers to seek further information to supplement broadcast drug advertisements: small-print information, the Internet, a toll-free number, and health-care providers (nurses, doctors, and pharmacists). Logistic models were created by using survey data collected by the Food and Drug Administration in 1999 and 2002. Results show that throughout the years, health-care providers remain the most used and strongest means associated with patients' direct requests for nonspecific and specific prescription drugs from doctors. The small-print information source gains power and changes from an indirect means associated with patients' discussing drugs with)","2009","2020-06-05 21:15:32","2020-06-05 21:15:32","","361 - 376","","4","24","","","","","","","","","","","","","","","","","","","","","Consumer protection; Health education; Health promotion; Advertising; Commercial policy; Consumer education; Consumer goods; Consumers; Drug advertising; Drugs; Information resources; Patient education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AG27PBNU","journalArticle","2017","Krishna, Arunima; Vibber, Kelly S.","Victims or conspirators? Understanding a hot-issue public’s online reactions to a victim cluster crisis.","Journal of Communication Management","","1363254X","","https://search.ebscohost.com/login.aspx?direct=true&db=ufh&AN=124165019&site=ehost-live&authtype=ip,sso&custid=s4392798","Purpose The purpose of this paper is to qualitatively understand the reactions of online publics to a victim cluster crisis as the crisis unfolds and offer a new way of tracking online hot-issue publics using comments on online news articles.Design/methodology/approach This research uses a mixed-methods approach, employing both descriptive quantitative techniques and qualitative thematic analysis.Findings Qualitative analyses of online news comments on BuzzFeed and the Huffington Post revealed that publics’ reaction to the cyber-attack on Sony, the following threats of attack, and Sony’s response to it largely ran counter to the situational crisis communication theory’s (SCCT) assumptions about victim cluster crises. Analyses also revealed a pattern in the volume of comments on the two online news outlets, supporting the conceptualization of hot-issue publics growing and decreasing as news coverage of an issue rises and falls.Research limitations/implications The analysis was limited )","2017","2020-06-05 21:15:31","2020-06-05 21:15:31","","303 - 318","","3","21","","","","","","","","","","","","","","","","","","","","","Social media; Electronic media; Methodology; Digital media; Public opinion; Computer hacking; Corporate communication; Crisis communication; Online comments; Situational crisis communication theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7S5UXDK6","journalArticle","2011","Chan, Tat Y.; Wu, Chunhua; Xie, Ying","Measuring the Lifetime Value of Customers Acquired from Google Search Advertising.","Marketing Science","","07322399","","https://search.ebscohost.com/login.aspx?direct=true&db=ufh&AN=66564883&site=ehost-live&authtype=ip,sso&custid=s4392798","Our main objective in this paper is to measure the value of customers acquired from Google search advertising accounting for two factors that have been overlooked in the conventional method widely adopted in the industry: (1) the spillover effect of search advertising on customer acquisition and sales in off-line channels and (2) the lifetime value of acquired customers. By merging Web traffic and sales data from a small-sized U.S. firm, we create an individual customer-level panel that tracks all repeated purchases, both online and off-line, and tracks whether or not these purchases were referred from Google search advertising. To estimate the customer lifetime value, we apply the methodology in the customer relationship management literature by developing an integrated model of customer lifetime, transaction rate, and gross profit margin, allowing for individual heterogeneity and a full correlation of the three processes. Results show that customers acquired through Google search ad)","2011","2020-06-05 21:15:31","2020-06-05 21:15:31","","837 - 850","","5","30","","","","","","","","","","","","","","","","","","","","","customer acquisition; Internet advertising; Brand loyalty; customer lifetime value; Customer lifetime value; Customer loyalty; Customer relations; Google Inc.; Marketing channels; multiple-channel shopping; sponsored search advertising","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YKENY9SX","journalArticle","2012","Hopkins, Kane; Matheson, Donald","TALKING IN A CROWDED ROOM: POLITICAL BLOGGING DURING THE 2008 NEW ZEALAND GENERAL ELECTION.","Media International Australia (8/1/07-current)","","1329878X","","https://search.ebscohost.com/login.aspx?direct=true&db=ufh&AN=79886897&site=ehost-live&authtype=ip,sso&custid=s4392798","This article analyses two of New Zealand's foremost political blogs on public affairs in the four weeks prior to the 2008 New Zealand general election. The 2008 election represents, we argue, a moment when the scale and reach of blogging propelled it to a position of significance in New Zealand media. The study uses content analysis to track the material posted on these blogs and in their comments sections. It is concerned primarily with quantifying the kind of debate to be found there and, through that, analysing how these blogs contribute to the quality of public life. The findings show that while a small number of blogs dominate, one blog's comments section has seen significant growth in the number of individual commenters participating in political discussion. It therefore stands as a useful case study of how blogging has found a place within this country's mediated politics. [ABSTRACT FROM AUTHOR], Copyright of Media International Australia (8/1/07-current) is the property of Sag)","2012","2020-06-05 21:15:31","2020-06-05 21:15:31","","108 - 117","","144","","","","","","","","","","","","","","","","","","","","","","Websites; Blogs; New Zealand; Mass media; Elections","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YKTFY7ED","journalArticle","2016","Martin, Justin D.; Schoenbach, Klaus","Predictors of blogging activity in six Arab countries.","International Communication Gazette","","17480485","","https://search.ebscohost.com/login.aspx?direct=true&db=ufh&AN=119926472&site=ehost-live&authtype=ip,sso&custid=s4392798","This study examines predictors of blogging in six Arab countries in a secondary analysis of population surveys of, in total, 7,525 respondents in Saudi Arabia, Qatar, Lebanon, Bahrain, Jordan, and the United Arab Emirates in 2013. The surveys assessed a wide variety of Internet uses, news and information consumption, and also levels of political efficacy, media trust, and attitudes toward free speech, among other cultural and political indicators. Despite the oft-referenced supposition that blogging in the Arab world is associated with political disaffection, results here suggest that in the six countries investigated blogging is mainly connected to online engagement in general—such as sharing photos online, participating in online chats, and reading others’ blogs—rather than to sociopolitical indicators. In none of five of the six countries, for example, does a sense that one’s country was not ‘on the right track’ significantly predict blogging behavior. Also, distrust of mainstream )","2016","2020-06-05 21:15:31","2020-06-05 21:15:31","","733 - 754","","8","78","","","","","","","","","","","","","","","","","","","","","Internet use; Middle East; survey; blog; Arab world; Blogs; Online chat; Internet traffic; Internet users; online engagement; Social alienation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
